URL,Text
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1487/.dialog"");",Below Recom.
/content/River/detail/id/2726/,Brice Creek
/content/River/detail/id/2726/,1. Parker Falls to Champion Creek
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/36716/reading/157694211686599/metric/8/.dialog"");",2.05 ft
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/2726/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/2726/.dialog"");",Below Recom.
/content/River/detail/id/2725/,Brice Creek
/content/River/detail/id/2725/,2. Champion Creek to Cedar Creek Campground
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/36716/reading/157694211686599/metric/8/.dialog"");",2.05 ft
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/2725/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/2725/.dialog"");",Below Recom.
/content/River/detail/id/10825/,Briggs Creek
/content/River/detail/id/10825/,Brushy Bar to Briggs Creek Campground
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5158/reading/22153633759655/metric/2/.dialog"");",44 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10825/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10825/.dialog"");",Below Recom.
/content/River/detail/id/1488/,Bull Run
/content/River/detail/id/1488/,Bull Run Road to Sandy River
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5085/reading/21840101147047/metric/2/.dialog"");",74 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1488/.dialog"");",L9-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1488/.dialog"");",Below Recom.
/content/River/detail/id/10385/,Butte Creek
/content/River/detail/id/10385/,1. Wilson Road spur to Butte Falls Rd
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/88347/reading/379447668146263/metric/2/.dialog"");",6 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10385/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10385/.dialog"");",Below Recom.
/content/River/detail/id/10940/,Butte Creek
/content/River/detail/id/10940/,2. Butte Creek Falls
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/88347/reading/379447668146263/metric/2/.dialog"");",6 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10940/.dialog"");",L8-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10940/.dialog"");",Below Recom.
/content/River/detail/id/1489/,Butte Creek
/content/River/detail/id/1489/,3. Fault Line to OR 213
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/88347/reading/379447668146263/metric/2/.dialog"");",6 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1489/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1489/.dialog"");",Below Recom.
/content/River/detail/id/3038/,Calapooia
/content/River/detail/id/3038/,1. 22 miles above Holley to 13 Mile Bridge (Upper Upper C. R...
/content/River/detail/id/1490/,Calapooia
/content/River/detail/id/1490/,2. 13 mi. above Holley to Concrete Bridge
/content/River/detail/id/1491/,Calapooia
/content/River/detail/id/1491/,3. Concrete Bridge above Holley to McKercher Park
/content/River/detail/id/3039/,Calapooia
/content/River/detail/id/3039/,4. McKercher Park to Brownsville
/content/River/detail/id/3078/,Calapooya
/content/River/detail/id/3078/,Nonpareil to Driver Valley Road
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/78169/reading/335733491006787/metric/8/.dialog"");",0.74 ft
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3078/.dialog"");",L6-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3078/.dialog"");",Below Recom.
/content/River/detail/id/10950/,Calf Creek
/content/River/detail/id/10950/,NF-4750 Bridge to North Umpqua
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/7145/reading/30687733776471/metric/2/.dialog"");",4 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10950/.dialog"");",L5-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10950/.dialog"");",Below Recom.
/content/River/detail/id/3756/,Canal Creek
/content/River/detail/id/3756/,1.2 mi above Quartzville Ck
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/35923/reading/154288302620421/metric/2/.dialog"");",21 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3756/.dialog"");",L2-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3756/.dialog"");",Below Recom.
/content/River/detail/id/2728/,Canton Creek
/content/River/detail/id/2728/,Confluence with Pass Creek to Steamboat Creek
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5144/reading/22093504217399/metric/2/.dialog"");",33 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/2728/.dialog"");",L6-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/2728/.dialog"");",Below Recom.
/content/River/detail/id/3193/,Canyon Creek
/content/River/detail/id/3193/,7 Mile Bridge to South Santiam River
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5104/reading/21921705524997/metric/8/.dialog"");",1.91 ft
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3193/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3193/.dialog"");",Below Recom.
/content/River/detail/id/10919/,Canyon Creek
/content/River/detail/id/10919/,"Near Kerby, OR"
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5158/reading/22153633759655/metric/2/.dialog"");",44 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10919/.dialog"");",L5-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10919/.dialog"");",Below Recom.
/content/River/detail/id/10401/,Carberry Creek
/content/River/detail/id/10401/,Bridge to Aplegate Reservoir
/content/River/detail/id/11031/,Cavitt Creek
/content/River/detail/id/11031/,Lower
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/6805/reading/29227444896167/metric/2/.dialog"");",16 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/11031/.dialog"");",L6-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/11031/.dialog"");",Below Recom.
/content/River/detail/id/11030/,Cavitt Creek
/content/River/detail/id/11030/,Upper
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/6805/reading/29227444896167/metric/2/.dialog"");",16 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/11030/.dialog"");",L4-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/11030/.dialog"");",Below Recom.
/content/River/detail/id/10453/,Cedar Creek
/content/River/detail/id/10453/,to Little North Santiam
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5102/reading/21913115590593/metric/2/.dialog"");",40 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10453/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10453/.dialog"");",Below Recom.
/content/River/detail/id/3757/,Champion Creek
/content/River/detail/id/3757/,Gorge 1 mile above Brice Creek to Brice Creek
/content/River/detail/id/10450/,"Chetco, South Fork"
/content/River/detail/id/10450/,West Coon Creek to Chetco
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5159/reading/22157928726839/metric/2/.dialog"");",78 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10450/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10450/.dialog"");",Below Recom.
/content/River/detail/id/10279/,Chetco
/content/River/detail/id/10279/,1) Slide Creek to Tollman Ranch (Kalmiopsis Wilderness)
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5159/reading/22157928726839/metric/2/.dialog"");",78 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10279/.dialog"");",L8-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10279/.dialog"");",Below Recom.
/content/River/detail/id/3758/,Chetco
/content/River/detail/id/3758/,2) Craggie Creek to South Fork (Chetco Gorge)
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5159/reading/22157928726839/metric/2/.dialog"");",78 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3758/.dialog"");",L7-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3758/.dialog"");",Below Recom.
/content/River/detail/id/3195/,Christy Creek
/content/River/detail/id/3195/,to Confluence with N. Fk. of Middle Fk. of Willamette
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/49480/reading/212515174252743/metric/8/.dialog"");",1.13 ft
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3195/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3195/.dialog"");",Below Recom.
/content/River/detail/id/10431/,"Clackamas, North Fork"
/content/River/detail/id/10431/,to North Fork Reservoir
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/50935/reading/218764351668637/metric/2/.dialog"");",7 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10431/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10431/.dialog"");",Below Recom.
/content/River/detail/id/3205/,"Clackamas, Oak Grove Fork"
/content/River/detail/id/3205/,Lower Five Miles to Clackamas River
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/50071/reading/215053499924567/metric/2/.dialog"");",104 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3205/.dialog"");",L3-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3205/.dialog"");",Below Recom.
/content/River/detail/id/642/,"Clackamas, South Fork"
/content/River/detail/id/642/,South Fork Clackamas Falls
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5116/reading/21973245132887/metric/8/.dialog"");",0.47 ft
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/642/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/642/.dialog"");",Below Recom.
/content/River/detail/id/1492/,Clackamas
/content/River/detail/id/1492/,1. June Creek Br. to Collawash River
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5116/reading/21973245132887/metric/2/.dialog"");",624 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1492/.dialog"");",L9-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1492/.dialog"");",Below Recom.
/content/River/detail/id/1493/,Clackamas
/content/River/detail/id/1493/,2. Collawash River to Three Lynx Power Station
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5116/reading/21973245132887/metric/2/.dialog"");",624 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1493/.dialog"");",L8-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1493/.dialog"");",Below Recom.
/content/River/detail/id/1494/,Clackamas
/content/River/detail/id/1494/,3. Three Lynx Power Station to North Fork Reservoir
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5116/reading/21973245132887/metric/2/.dialog"");",624 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1494/.dialog"");",L9-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1494/.dialog"");",Below Recom.
/content/River/detail/id/4574/,Clackamas
/content/River/detail/id/4574/,4. Farday Diversion Dam to Farday Powerhouse
/content/River/detail/id/1495/,Clackamas
/content/River/detail/id/1495/,5. River Mill Dam to Willamette River
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/6798/reading/29197380125095/metric/2/.dialog"");",704 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1495/.dialog"");",L9-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1495/.dialog"");",Below Recom.
/content/River/detail/id/1496/,Clear Creek
/content/River/detail/id/1496/,Ore 211 to Redland Road
/content/River/detail/id/3485/,Collawash
/content/River/detail/id/3485/,1. Big Dog
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5116/reading/21973245132887/metric/2/.dialog"");",624 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3485/.dialog"");",L2-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3485/.dialog"");",Below Recom.
/content/River/detail/id/2713/,Collawash
/content/River/detail/id/2713/,2. Mile 5.5 bridge to Two Rivers Picnic Area
/content/River/detail/id/1497/,"Coos, S. Fork"
/content/River/detail/id/1497/,Johnson Beach to below Mile 7 Bridge
/content/River/detail/id/3699/,Copeland Creek
/content/River/detail/id/3699/,Second Bridge to North Umpqua
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/7145/reading/30687733776471/metric/8/.dialog"");",1.22 ft
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3699/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3699/.dialog"");",Below Recom.
/content/River/detail/id/10454/,"Coquille, East Fork"
/content/River/detail/id/10454/,Brewster Canyon from Sitkum Bridge
/content/River/detail/id/10811/,"Coquille, MF"
/content/River/detail/id/10811/,Mystic Creek to Bear Creek Campground
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5143/reading/22089209250103/metric/2/.dialog"");",8 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10811/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10811/.dialog"");",Below Recom.
/content/River/detail/id/10449/,"Coquille, S. Fork"
/content/River/detail/id/10449/,1. Upper Coquille River Falls to Coquille River Falls
/content/River/detail/id/10448/,"Coquille, S. Fork"
/content/River/detail/id/10448/,2. The Gem
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/36551/reading/156985542082647/metric/2/.dialog"");",20 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10448/.dialog"");",L4-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10448/.dialog"");",Below Recom.
/content/River/detail/id/1498/,"Coquille, S. Fork"
/content/River/detail/id/1498/,3. 16 Mile Bridge to Myrtle Grove
/content/River/detail/id/1499/,"Coquille, S. Fork"
/content/River/detail/id/1499/,4. Myrtle Grove CG to Milepost 3
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/36551/reading/156985542082647/metric/2/.dialog"");",20 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1499/.dialog"");",L7-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1499/.dialog"");",Below Recom.
/content/River/detail/id/1500/,"Coquille, S. Fork"
/content/River/detail/id/1500/,5. 2 Miles Above Powers to Baker Creek
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/36551/reading/156985542082647/metric/2/.dialog"");",20 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1500/.dialog"");",L6-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1500/.dialog"");",Below Recom.
/content/River/detail/id/11004/,"Cow Creek, WF"
/content/River/detail/id/11004/,
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/5143/reading/22089209250103/metric/2/.dialog"");",8 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/11004/.dialog"");",L4-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/11004/.dialog"");",Below Recom.
/content/River/detail/id/10415/,Cow Creek
/content/River/detail/id/10415/,1) Quarry to West Fork
/content/River/detail/id/10416/,Cow Creek
/content/River/detail/id/10416/,2) West Fork to Union Creek
/content/River/detail/id/1501/,Crabtree Creek
/content/River/detail/id/1501/,1. Snow Peak Camp to Larwood Park
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/7283/reading/31280439263205/metric/2/.dialog"");",17 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1501/.dialog"");",L6-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1501/.dialog"");",Below Recom.
/content/River/detail/id/1502/,Crabtree Creek
/content/River/detail/id/1502/,2. Roaring River to South Santiam River
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/7283/reading/31280439263205/metric/2/.dialog"");",17 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1502/.dialog"");",L5-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1502/.dialog"");",Below Recom.
/content/River/detail/id/10921/,Crabtree Creek
/content/River/detail/id/10921/,Bonnie Creek to South Fork
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/7283/reading/31280439263205/metric/2/.dialog"");",17 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10921/.dialog"");",L2-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/10921/.dialog"");",Below Recom.
/content/River/detail/id/11038/,Craigs Creek
/content/River/detail/id/11038/,Tyson Mine to SF Smith
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/42339/reading/181844812799095/metric/2/.dialog"");",210 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/11038/.dialog"");",L0-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/11038/.dialog"");",Below Recom.
/content/River/detail/id/1503/,Crooked
/content/River/detail/id/1503/,1. Lone Pine Bridge to Crooked River Ranch
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/43093/reading/185083218129479/metric/2/.dialog"");",130 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1503/.dialog"");",L6-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/1503/.dialog"");",Below Recom.
/content/River/detail/id/3759/,Crooked
/content/River/detail/id/3759/,2. Crooked R. Ranch to Billy Chinook Reservoir
"javascript:aw.formathelper.dialog.process(null,""/content/Gauge2/summarize/id/7851/reading/33719980687483/metric/2/.dialog"");",1320 cfs
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3759/.dialog"");",L9-
"javascript:aw.formathelper.dialog.process(null,""/content/River/show-gauge-summary/reachid/3759/.dialog"");",Below Recom.
/content/River/detail/id/10952/,"Deep Creek, NF"
/content/River/detail/id/10952/,Boring to Hwy 224
